"period","year","glqstar","glfstar","rgfr_star","rgfop_star","rbudp_star","UN_path","PISTAR","tp_0","LF_fb","PROD_fb","epsxgap","epsu","epspi","epspie","epsrf","epsmpe","epstp","epsrg","gstar","LFstar","LQstar","CEstar","GDPstar","GDP$star2","rfstar","rbar10","gradual_growth","debt_contrib","debt_proxy_user","debt_proxy_base","xgap","U","PI","PIE","RF","MPE10","TP","R10","RG","ugap","real_r10","GDP","PGDP","GDP$star","GDP$","BUDP","NI","BUD","D","D_pct_GDP","solver_sse","solver_converged","solver_termcd"
1,2026,3.20023382412042,0.64002051796197,17.726081984713,20.3045363691941,-2.57845438448112,4.4,2,0.7,0,0,-6.88847954868691,0.787927285857816,0.462011898654862,0,-0.91400000039876,-0.060843750054993,0,-0.080474622175133,3.87160172548555,172.655,141.23468,165.05818,24387.7225286419,31827.7996627506,1.07964644810764,1.82964644810764,0.106666666666667,-0.027020218559031,99.6864637575849,101.037474685536,1.05299999191167,4.55000000380016,2.81799999924555,2.3369000005261,3.65164644239981,3.47764645038443,0.7,4.17764645451851,3.35051565133634,-0.150000003800163,1.84074645399241,24644.525244896,131.554088729035,32083.0461343204,32420.8806075198,-827.246709725485,1042.23624176559,-1869.48295149107,32041.4829514911,98.8297737479077,7.44506561467408e-17,TRUE,1
2,2027,3.22174475889102,0.43149633662507,17.8165965305319,19.831487133299,-2.0148906027671,4.38,2,0.85,0,-0.3435,-5.52341968240056,0.720000000131127,-0.119199999417659,0,-0.280000001226053,-0.020037500186304,0,-0.077871473192496,3.68883049290563,173.4,145.784900900636,165.80508,25287.3442738037,33661.9107067697,1.14409260847483,2.05824305095271,0.2,-0.0559073915251696,99.7456572064258,102.541026782684,0.649096385751763,4.62976145096604,2.39580963794081,2.32088288939105,3.40595042557333,3.49034727065172,0.85,4.3403472723689,3.37532299213256,-0.249761450966042,2.01946438297785,25451.4835115375,134.70587426591,34063.5381826578,34284.6433778606,-686.343029812355,1111.85096882143,-1798.19399863378,33839.6769501249,98.7021407140461,6.31758878166994e-17,TRUE,1
3,2028,3.18765333465311,0.419838523644733,17.6115480234511,19.4251499664943,-1.81360194304314,4.36,2,1,0,-0.687,-5.18691914798015,0.533800000414034,-0.138119998692841,0,0.125999998865835,-0.043822500614181,0,0.025987966880693,3.64254832808941,174.128,150.432018155616,166.5360192,26208.4480098673,35585.8233138705,1.21170782140063,2.29000870635638,0.3,-0.0882921785993688,99.8071102843264,104.221719214295,0.306116869977688,4.6415339814709,2.14984276960536,2.23748256494797,3.35585937800629,3.42656311484588,1,4.42656311484588,3.50513739709985,-0.281533981470901,2.18908054989791,26288.6764905849,137.601838764049,36063.3063730974,36173.7022377772,-654.044825108093,1218.95274090312,-1872.99756601121,35712.6745161361,98.7255169000655,3.9565121126117e-17,TRUE,1
4,2029,3.22418477882997,0.423826150877527,17.5977902521607,18.4823747482848,-0.884584496124031,4.34,2,1,0,-1.0534,-4.3408511061976,0.290399999879734,-0.12567200028246,0,0.289000000193048,0.058650250152151,0,0.014646543908839,3.68335334094902,174.866,155.282224387476,167.2768156,27173.7977552497,37634.5064243223,1.3009347522046,2.55432944247008,0.426666666666667,-0.12573191446207,99.0902316484734,105.376827371577,0.0265489055966289,4.55855706428345,2.01335140092334,2.14649495989149,3.39808048866946,3.52121046110224,1,4.52121046110224,3.61425411983751,-0.218557064283449,2.37471550121074,27181.0121011627,140.372247312502,38144.4705891981,38154.5975286852,-337.420072960637,1320.71135166707,-1658.13142462771,37370.8059407638,97.9457479866427,3.1010293455973e-18,TRUE,1
5,2030,3.16949138627003,0.447771436414168,17.6430302673608,18.2804691264359,-0.637438859075129,4.31,2,1,0,-1.4198,-4.1216497340663,0.071399999545583,-0.112653200173491,0,0.258000000512279,0.062077650043074,0,0.019882225662674,3.66395483337916,175.649,160.203881113846,168.0785281,28169.4334315158,39793.6860963041,1.46654675318918,2.7950352487644,0.533333333333333,-0.16678658014415,98.3252369007004,106.664565907908,-0.160121906650465,4.44013898012112,1.9347352348862,2.06831754678951,3.46387824335273,3.59200497563801,1,4.59200497534341,3.72188637282652,-0.130138980121122,2.52368742855389,28124.3279976126,143.088078641258,40307.1010612843,40242.5605625494,-256.933125131309,1422.1456355155,-1679.07876064681,39049.8847014106,97.0362823725269,2.37615682617087e-18,TRUE,1
6,2031,3.19673977474807,0.483919635181529,17.6666812410143,17.7556756879306,-0.0889944469163666,4.28,2,1,0,-1.8091,-3.46924827022561,-0.061199999910436,-0.077741919868648,0,0.214999999648445,0.042602839771074,0,0.033257943593554,3.72863908199181,176.499,165.325182302102,168.9448428,29219.769935619,42102.9980088212,1.66738981385302,3.08191547756984,0.68,-0.212610186146975,97.1879800354845,107.818489342833,-0.327959662462458,4.38200824360212,1.89828241006868,2.01047525079817,3.57694639003671,3.69720234534157,1,4.69720234458669,3.84301324837872,-0.102008243602115,2.68672709378852,29123.9408767658,145.804294469011,42603.6794000973,42463.9565169402,-37.9149088481386,1530.83589312884,-1568.75080197697,40618.6355033876,95.6543827638472,8.64828777942664e-18,TRUE,1
7,2032,3.15674882862794,0.456659811103743,17.6442784776922,17.3488869137856,0.295391563906687,4.26,2,1,0,-2.1984,-2.9423332905302,-0.166599999959146,-0.051445151885683,0,0.118999999603985,0.011624203850226,0,0.043473991516131,3.64947652551086,177.305,170.544083057851,169.751807,30286.1385802277,44512.3277784432,1.82720871144286,3.32777154330127,0.793333333333333,-0.266124621890474,95.7452304988389,109.051461593363,-0.455326072111746,4.34112236452226,1.88265308741718,1.97108107670405,3.63039252135893,3.76251737637104,1,4.76251737637104,3.96426293772057,-0.0811223645222627,2.79143629966699,30148.237895036,148.549283520418,44989.8418669292,44784.9913871072,132.896197489867,1640.1043603662,-1507.20816287634,42125.8436662639,94.062413236036,1.12282691260603e-17,TRUE,1
8,2033,3.22929098009459,0.42694791461042,17.608225907511,17.3728662308486,0.23535967666237,4.24,2,1,0,-2.6106,-3.20634284677382,-0.236199999929887,-0.029267091393292,0,0.054000000359296,0.005418272425183,0,0.011937342037055,3.69168286056893,178.062,176.051447749123,170.5121712,31404.2067673221,47078.6933889579,1.98174924377613,3.67929260660799,0.96,-0.328250756223867,94.4053028695892,110.817840680783,-0.559832868728029,4.31879836219768,1.8779004001179,1.94601876603815,3.71275168222268,3.86931071920051,1,4.86931071945191,4.0499376406193,-0.0787983621976842,2.92329195341376,31228.3956956753,151.33889111002,47526.7782835632,47260.7077572844,111.858871696236,1739.0199026005,-1627.16103090427,43753.0046971682,92.5779717939676,5.0948367428989e-19,TRUE,1
9,2034,3.20721536457327,0.411654367579817,17.5966738638111,16.6710651418816,0.925608721929414,4.22,2,1,0,-3.0228,-2.9567140345786,-0.277800000059309,-0.023860254329905,0,0.053999998980524,0.027500963146884,0,0.012187013666376,3.6537164996705,178.795,181.697796830887,171.249851,32551.6274515704,49774.7916846823,2.03154272053047,4.02606661433578,1.08,-0.398457279469532,92.4089836844313,112.331847657908,-0.61934583903297,4.30190491111878,1.86762310096842,1.92789818986552,3.73888401043549,3.91828355894961,1,4.91828355894961,4.12822233739509,-0.081904911118782,2.99038536908409,32350.0203014116,154.165331201141,50183.3242720749,49872.5159413074,464.501226416446,1834.49960268556,-1369.99837626912,45123.0030734373,90.4766928673509,3.42634983722996e-18,TRUE,1
10,2035,3.18895955227678,0.396543527503557,17.6229761873182,15.8680391454669,1.75493704185125,4.2,2,1,0,-3.435,-2.6668245802919,-0.296599999882455,-0.013766152741351,0,0.044999999737898,0.044419327941066,0,0.004388897967632,3.61978121465385,179.504,187.492066079202,171.964832,33729.9251471264,52608.0608485919,2.07332515278066,4.36482957755942,1.2,-0.476674847219339,89.616587103016,113.450329463983,-0.637815539444299,4.28239538373585,1.86339564674166,1.91575760795719,3.76272106230996,3.96111621552258,1,4.961116215399,4.1915338713945,-0.0823953837358502,3.04535860744181,33514.7904430951,157.038041271527,52968.8137733997,52630.9704480937,929.569333538599,1911.93403215507,-982.364698616472,46105.3677720538,87.6012115671026,7.56032992106087e-20,TRUE,1
